length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,percussive_mean,percussive_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,filename,Genre,TrackID,label
3.0,0.3863966,0.076833434,0.19144243,0.003632553,1756.4950985740447,142507.46875537146,2213.2948346267053,128344.60135529953,3547.181114783654,1224533.281291025,0.06722130408653847,0.0006697815691931007,3.7939386e-05,0.028773012,3.8129612e-05,0.0047611794,117.45383522727273,-89.07104,866.02875,118.799255,240.56465,-19.136154,235.3705,19.50788,120.363525,20.193724,88.210075,5.947717,50.577854,16.194363,124.80206,1.4829016,52.262943,8.692646,62.831566,7.8653584,42.163548,-7.052903,44.937584,13.657046,51.255535,-1.8718995,62.919735,5.3003144,112.3804,1.2291279,43.94014,6.943163,63.466,-0.24157,38.768623,2.2377944,38.409405,8.109822,49.54466,6.449887,64.50583,RnB-TRUQYFH128F1460C68-6,RnB,TRUQYFH128F1460C68,RnB
3.0,0.46759117,0.08178888,0.118418835,0.004163942,2057.7436867120136,480492.0773370362,2355.0952422158507,94679.56306011278,4362.047213040865,2252655.424247444,0.09150015024038462,0.0024802299505154763,3.6362755e-05,0.0021438326,-0.000104738596,0.012462343,112.34714673913044,-127.3251,2932.522,103.801575,642.66296,-3.2459664,320.38007,22.12979,341.4744,5.4673777,165.69392,7.0437245,168.38239,-8.509204,76.434586,16.68886,68.58499,0.8785962,57.296658,19.05175,71.51366,-3.0295026,49.611988,-4.596493,60.1231,-7.615945,43.094116,-0.08230368,46.60585,-0.7295158,39.72182,-0.96487224,29.939436,-4.947144,38.241474,1.7114972,43.161034,-2.9016325,42.475292,1.876932,42.58666,RnB-TRJGNIP128F92F2669-5,RnB,TRJGNIP128F92F2669,RnB
3.0,0.4082471,0.084154435,0.057500456,0.00056565244,2391.7595671111962,715899.3545053113,2419.6101449751295,274501.2124331655,5120.264423076923,2873342.740076675,0.11918569711538461,0.00244226619336732,-0.00025153774,0.001789399,-0.0009929962,0.0012417319,184.5703125,-189.69916,6525.7524,93.41882,1341.6494,-2.0837867,542.4421,30.776241,160.4561,-0.7283346,122.24856,19.013172,76.92308,-1.3137499,83.14228,13.316921,85.76194,0.34201455,59.458134,3.9009933,39.39343,-2.9541833,45.846493,2.768305,37.70758,-8.958147,79.64543,0.38686642,31.13566,2.024809,52.175915,7.611453,34.969547,-2.2801723,33.103294,2.7471924,18.486782,-0.7771739,37.572212,-0.45578772,26.659199,RnB-TRYHEXP12903CC6D90-9,RnB,TRYHEXP12903CC6D90,RnB
3.0,0.42119184,0.07912914,0.2073295,0.007459027,2720.585902605075,359730.2813154412,2621.6798037867343,66452.13019107339,5754.417255108173,1473899.82146656,0.12560471754807692,0.003251955339894492,1.8468692e-05,0.02935059,0.0006506646,0.010008326,143.5546875,-26.55156,1538.7076,73.24423,441.84213,-9.904911,150.65189,24.525143,147.19159,-1.4609201,80.329834,4.480094,100.603294,1.0383499,66.624115,8.812545,98.08053,-6.8486753,47.217915,3.625534,48.012905,0.26094007,47.36982,5.659452,45.970364,-1.9620271,50.07533,-2.1773903,61.052937,1.1998291,71.29448,11.545901,48.78406,7.6614623,33.97857,8.829393,23.905136,5.0753927,44.924347,1.5804833,41.531475,RnB-TRLMWDQ128F4285CED-7,RnB,TRLMWDQ128F4285CED,RnB
3.0,0.28101408,0.09380397,0.25685468,0.003847881,1667.9478373087352,279163.1383982133,2241.2858393505494,167483.08475847187,3512.810809795673,2804648.4528943985,0.05976186899038462,0.00035499241225112825,3.378018e-05,0.039254036,0.00014679613,0.014682152,99.38401442307692,-72.09329,2433.037,124.10071,628.77405,18.131914,189.44887,17.923162,137.05574,-0.7069707,123.238525,11.149603,137.84917,-7.4943714,54.58122,10.548166,51.35711,-4.7069497,45.24427,0.2931711,65.36675,-0.83677346,53.67487,-2.3797379,38.966316,-12.540281,69.57146,-2.695223,38.404236,-7.878955,34.15635,-3.6298857,30.5051,-0.48833537,32.571846,-0.42112756,74.20555,9.663148,86.783806,6.424453,94.034325,RnB-TRGVDAW128F9350C0B-4,RnB,TRGVDAW128F9350C0B,RnB
3.0,0.373408,0.101793416,0.23948367,0.006446732,2329.1035675416397,770180.2960842615,2710.013188128008,184654.48462578715,5294.9318284254805,3689297.5742880767,0.08299654447115384,0.003471669656990548,1.9632413e-05,0.035399288,-0.00036326793,0.016004914,123.046875,-94.27628,4046.775,84.854324,728.44196,21.810627,354.77502,28.760656,157.01106,14.017542,121.928474,-1.3682141,230.94212,6.151214,102.68925,-0.03160236,93.92448,-2.060217,140.02481,8.659252,188.28596,-5.403259,117.10618,12.206941,99.66364,-0.9401034,83.56585,7.5669537,80.99913,0.015227655,33.72751,-4.068458,128.23615,1.1919903,122.69805,6.9598465,93.26834,2.8704188,76.33089,10.894944,164.05667,RnB-TRLUBVF128F4272551-5,RnB,TRLUBVF128F4272551,RnB
3.0,0.42567798,0.08163494,0.23211025,0.0008019624,2088.1457846425023,35430.080658187275,2239.414520794157,29652.560930825835,4286.929462139423,305871.34177995153,0.08873948317307692,0.0003100708955843774,3.97911e-05,0.038689736,0.00029068513,0.006445203,129.19921875,-29.818705,456.46826,99.34584,92.758125,-20.447773,94.11205,35.45411,61.112713,4.775135,30.60352,11.569462,30.728418,-1.7036928,50.286808,14.479663,41.363167,0.08336487,52.57687,7.677214,25.689228,-2.5871923,45.82004,-2.7682784,25.40245,0.43101105,28.379541,4.2504725,23.2106,-6.5711527,37.39625,2.1788912,33.044605,-6.5888886,35.258526,0.50051045,28.055096,-9.569696,29.766474,6.781312,35.468567,RnB-TRIQFKE12903CA6933-3,RnB,TRIQFKE12903CA6933,RnB
3.0,0.61701685,0.052359983,0.25738204,0.0028930227,3235.0691737918937,243518.64211925594,2841.0777616655464,27393.45262218007,6747.015099158654,594415.8559629903,0.17470327524038462,0.0040937559280169785,-0.00014030807,0.026923941,0.0027340867,0.015732769,129.19921875,22.475847,576.92303,49.11057,281.35675,-10.127838,157.26668,27.686157,63.52853,13.587829,25.080727,16.569736,51.826805,5.4088464,25.748823,15.731871,35.509747,4.43037,26.300331,17.6287,28.834803,9.521477,16.849403,14.65953,15.679676,-1.288778,15.516842,-1.3895508,17.503561,-8.456034,27.380669,1.4257311,15.113616,-7.654871,19.042507,4.7225313,21.097525,-1.0456005,23.723722,2.6980176,47.066204,RnB-TRXSANW128F92E4B6F-9,RnB,TRXSANW128F92E4B6F,RnB
3.0,0.42781934,0.073177814,0.21490648,0.0077711637,2350.4218076130787,193457.88941101162,2609.4326453361573,76525.6275782688,5373.362379807692,1079522.1149335953,0.08366887019230769,0.0009272900417711609,-6.6940236e-05,0.03756085,-0.00029113292,0.0062945294,161.4990234375,-52.092876,822.5127,84.51133,275.468,1.776248,223.38228,26.009315,76.93037,7.835079,50.083164,23.361063,43.54895,5.173981,65.93902,8.072636,30.228436,0.2524953,42.092075,12.746609,56.640255,-0.33043212,48.879055,10.485865,28.9905,4.190393,82.31845,0.13068205,18.229612,-7.2302604,40.876217,0.86125714,39.327038,-2.2438054,37.194164,8.301501,26.133867,4.465028,42.011734,7.7083,63.96011,RnB-TRFNFTO128F4279C63-1,RnB,TRFNFTO128F4279C63,RnB
3.0,0.44208005,0.075943515,0.2363515,0.0010385653,2877.6674789912045,160099.20920203664,2455.7567317269127,48681.82703038329,5447.155010516827,601293.701549571,0.1744929387019231,0.001460790648262882,9.0882844e-05,0.038569402,9.0801426e-05,0.0063010724,123.046875,6.222176,378.33917,59.22033,229.26672,-19.664116,105.07647,47.177753,86.12266,4.8719764,46.685207,13.937671,22.77468,4.565175,40.26454,5.925696,28.841358,2.062369,35.927338,3.8825727,18.77558,-3.8255827,24.318676,5.7006373,30.822924,-0.46351603,23.67801,-1.481235,16.310333,-2.7259042,22.100555,5.3013844,28.126488,-2.1373553,45.9099,2.8836417,32.748085,1.5461402,25.582615,4.8232536,28.463829,RnB-TRFMYXF128F9331B33-8,RnB,TRFMYXF128F9331B33,RnB
