length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,filename,Genre,TrackID,label
3.0,0.32410145,0.09020819,0.021264777,5.6979898e-05,1750.641597800803,341276.7664353758,2226.048816847784,128739.14002596404,3747.522723858173,1824100.396497327,0.061023888221153844,0.000882264157018718,-7.6514164e-07,0.00035174235,9.67185e-05,3.8179285e-05,117.45383522727273,-303.12225,1050.7856,118.42958,472.57773,8.47946,317.35904,26.365854,118.78097,-3.4030678,126.261536,-0.61793983,140.74008,-3.0522377,79.837906,2.5288913,57.31805,-6.595168,47.02835,6.653386,37.012077,-6.3049703,87.84669,3.3397279,58.786514,-9.77345,43.0568,-0.086862594,30.473656,1.4123222,42.262115,-0.87497854,25.9539,-8.042841,27.429008,-1.4428263,25.963821,-3.838811,35.821445,4.288876,27.407816,Country-TRYJGGD128F1477118-9,Country,TRYJGGD128F1477118,Country
3.0,0.38518107,0.08161303,0.11618598,0.0020324225,1893.8194384454548,578027.9365491784,2198.9756415342126,257907.41337266288,3800.279071514423,2404008.8048250717,0.07985652043269231,0.002292376707291462,2.0034016e-05,0.0077075935,0.00037854703,0.004325874,161.4990234375,-140.09843,2153.299,109.64198,792.9226,-10.516432,441.5447,42.123116,234.69092,29.70161,191.74826,-0.9205272,169.16734,8.735611,186.37773,8.644225,78.43226,-3.3463204,75.486885,4.698908,85.75098,-6.6487026,84.24871,-1.391407,46.436226,-0.42294064,52.414753,0.015886981,38.62589,-2.0618184,46.39728,8.049958,80.79906,-4.578546,33.60758,-1.7836522,36.59654,2.1860914,48.827576,-3.027695,34.35819,Country-TRABSQC128F428AD3D-2,Country,TRABSQC128F428AD3D,Country
3.0,0.3489268,0.08196581,0.2456237,0.00080981327,2088.606361673948,88754.06561640349,2140.8688049979946,92115.67600537695,4046.502967247596,804782.0399339736,0.12325345552884616,0.0003052523150246524,-2.0171297e-05,0.044481788,7.0517286e-05,0.006084746,135.99917763157896,-20.810493,601.30164,101.22222,213.58293,-28.789303,167.32431,32.076977,63.04489,13.629763,28.55337,5.510717,19.047382,-3.0338275,33.89251,4.229663,23.53286,6.1080527,48.694923,7.3367796,47.251205,1.7174263,65.23328,10.538608,52.595974,5.826185,32.09159,4.1814847,56.55241,-2.609293,28.048937,4.6393886,37.79715,2.1398942,28.728565,5.9302263,22.4915,2.6862464,21.580976,8.016183,29.567144,Country-TRBSBBC128F9328DBF-9,Country,TRBSBBC128F9328DBF,Country
3.0,0.40746757,0.079729654,0.21251449,0.004623318,2688.8343048775605,366474.57645727677,2672.095478894557,84133.54018969309,5908.6281174879805,1331749.2791661497,0.127294921875,0.0026746553641099195,-1.73273e-06,0.017168583,-0.00022235452,0.01686205,161.4990234375,-8.778525,1861.433,79.919075,439.2774,-10.402061,271.0803,7.684401,93.29483,2.732866,72.13777,13.114872,92.10236,-4.667116,97.57202,7.9932055,88.514786,-4.2579794,92.71587,1.921802,66.65016,-2.6561203,52.37698,-4.083696,39.873295,1.471792,64.392426,-1.4916103,36.364063,-2.4338346,41.931625,-0.73390716,27.8293,-4.58586,36.09319,0.62773544,34.83972,-4.9159594,48.904705,3.9769616,48.46489,Country-TRNOFAT12903CAAB09-5,Country,TRNOFAT12903CAAB09,Country
3.0,0.36105597,0.095344074,0.2020858,0.004585055,2787.963083094084,602783.0233001227,2874.5952942839085,60238.27418855179,6313.203876201923,1729939.6192306597,0.12657752403846154,0.00823361154138689,3.2647695e-05,0.022178585,-0.00083575037,0.012051668,143.5546875,-52.21308,1819.3234,74.96139,642.41284,11.443061,280.3717,24.653568,169.11302,9.977442,78.844505,2.9369512,158.41154,6.776344,126.242004,0.39123747,108.893394,10.398291,63.663612,12.493409,62.330532,-13.706425,122.05163,0.5978477,60.933823,-1.4874476,73.33788,6.053056,70.90487,-4.7249203,42.927914,2.5065374,63.341827,-2.2601488,121.51286,6.9616613,94.99794,-2.0389664,91.23369,-0.023850074,120.479095,Country-TROMNMH128F1459DF2-5,Country,TROMNMH128F1459DF2,Country
3.0,0.34989956,0.08013063,0.14472662,0.0011633316,1859.715154871696,139557.49538349174,2100.775736918639,88011.56253128851,3832.7445162259614,525337.3944024362,0.08603515625,0.000913522426898663,-2.356211e-05,0.014861755,-3.4611672e-05,0.0022773955,92.28515625,-99.93277,1739.9425,107.151634,333.2156,-19.887726,155.23859,32.721004,90.565926,-4.952383,51.217896,-1.9079384,141.89822,1.0104308,39.683323,-16.563112,46.3966,-7.3364935,43.37227,-5.6778574,40.406612,-8.045414,53.19811,-7.5270905,39.293854,-20.035574,40.31904,1.4681704,29.764633,-10.872831,67.84632,-17.40356,49.496216,-20.402527,42.46914,-12.674771,55.90809,-14.878091,55.97083,1.0062128,130.53131,Country-TRAAUBG128F421C7F9-2,Country,TRAAUBG128F421C7F9,Country
3.0,0.551837,0.05038832,0.2611529,0.000425081,2294.544841512644,133768.4989363473,2377.36537473424,83831.13178471687,4880.334848257212,948667.7013657149,0.11207557091346154,0.0005868698577203694,-3.6291756e-05,0.03845348,-2.5905254e-05,0.00844428,123.046875,22.203896,301.35287,95.873405,253.3479,-20.29731,133.90714,27.342583,56.08461,10.386381,18.854311,15.512849,19.702923,-6.9382157,18.014734,4.9673433,15.277706,-0.7751858,16.036179,8.626901,17.02807,-1.9147743,21.17811,9.036548,22.711666,-0.47056997,15.033437,11.751864,13.790761,-6.3593187,12.962201,-0.3466002,15.243589,-2.443622,12.667648,2.3920808,16.15138,-3.8524175,12.703001,1.9058164,14.599503,Country-TROKLRX128F1464C3B-10,Country,TROKLRX128F1464C3B,Country
3.0,0.3550585,0.08808236,0.032088775,0.00011135375,1339.197706446853,105377.92792296506,1786.102562217453,83191.61754913986,2787.7216045673076,448512.28618269134,0.04976712740384615,0.00048734450481347077,-5.0600497e-06,0.0008668752,-2.4414401e-05,0.00011389559,107.666015625,-291.80933,2018.7242,134.32587,440.08002,-17.576233,150.63013,41.7816,142.18115,15.9663725,79.58398,5.1440096,32.492306,-0.3361576,31.079777,6.208953,46.857067,-2.6214397,36.931454,5.879363,45.09369,-9.70215,45.93656,-7.657309,21.911528,-10.993265,27.917356,1.19086,16.304861,-3.7936997,36.43003,-5.073815,25.292786,-11.311363,34.507107,-6.8819075,19.3202,-9.797483,28.172146,-9.704304,25.994133,Country-TRGCTOI128F42AFA7D-5,Country,TRGCTOI128F42AFA7D,Country
3.0,0.3604346,0.08666302,0.18779984,0.0005434634,2764.134937463876,210833.48285383877,2597.5852784034823,53256.235334051016,5676.483623798077,1151058.7053715123,0.14770132211538461,0.001653452088846963,-4.8640064e-05,0.021684166,-8.170316e-05,0.005799187,123.046875,-21.585445,972.5479,73.02722,346.92804,-7.8532867,188.01917,24.26392,53.809097,-2.3408391,140.49445,2.1665251,47.19817,5.406711,115.82914,4.104335,33.064236,-9.856924,71.44911,11.630331,86.12981,-2.3123574,59.300407,-4.457376,84.7012,1.5524948,59.843536,1.0670992,24.341919,-5.31222,44.418446,3.6355844,33.547703,-3.812172,33.502327,5.7451515,32.88444,-6.2343807,36.127014,-5.612103,36.66285,Country-TRUWKHZ128F428A4B0-2,Country,TRUWKHZ128F428A4B0,Country
3.0,0.35512793,0.0820527,0.26842678,0.0033532793,2392.511854471828,82705.19318339472,2552.9634804150132,59349.84876924267,5114.0529221754805,725057.2653504165,0.10746319110576923,0.000765984001949694,4.3681513e-05,0.032519247,0.0004982948,0.017506026,95.703125,5.1213927,1023.45984,89.55646,144.04826,-5.704165,253.06427,24.323606,363.06998,7.4583936,202.55994,3.392201,120.51234,-2.569145,120.87469,3.1723282,80.451485,-3.0736606,74.28092,1.4376332,53.24225,1.2161447,40.259075,5.460383,72.02987,2.1099787,58.05199,3.7818983,56.490273,4.472354,32.866627,1.1367675,23.299782,-2.174855,25.26958,-0.47962928,45.709953,-1.8602335,39.954308,-1.1646552,65.1003,Country-TRMZOST12903CE303C-9,Country,TRMZOST12903CE303C,Country
