track_id,tags,genre,energy,key,valence,tempo_x,time_signature,chroma_stft_mean,chroma_stft_var,rms_var,spectral_centroid_mean,spectral_centroid_var,harmony_mean,perceptr_mean,tempo_y,mfcc1_variance,mfcc3_mean,mfcc3_variance,mfcc4_mean,mfcc4_variance,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc14_mean,mfcc15_mean,mfcc16_mean,mfcc17_mean,mfcc18_mean,mfcc19_mean,mfcc20_mean
TRPSVTL128F936017F,"rock, classic_rock, 80s, 70s, guitar",Rock,0.815,5,0.921,148.152,4,0.38497853,0.08643835,0.001934329,2202.110841545748,329564.2754816125,4.3228915e-06,6.938115e-05,99.38401442307692,2559.1748,11.767704,338.29117,38.421192,116.375496,8.604371,1.6478579,8.483349,4.3813515,1.690188,4.8542647,-4.265387,4.775645,1.9751137,2.9420235,-5.393754,0.20984024,-3.9910893,3.2211778,-5.418637,-5.7600913
TRHHSUX128F932E546,"rock, electronic, alternative, indie, alternative_rock, experimental, indie_rock, british, psychedelic, 00s",Electronic,0.979,2,0.712,83.369,4,0.376844,0.075854324,0.0012211414,2239.272252925864,247463.80575135144,1.00890375e-07,0.00062725315,83.35433467741936,672.2982,-12.870329,148.69739,15.359486,57.938274,9.453373,11.591379,-4.0804853,6.6933193,-0.58650947,11.350904,-2.4290144,3.6671848,-5.6667995,2.9748032,-3.2699652,3.283598,3.2547936,4.3679605,-1.5008857,5.0456653
TRFOBPI128F42734B9,"rock, metal, hard_rock, heavy_metal, thrash_metal, 90s",Metal,0.584,7,0.244,139.261,4,0.39793107,0.07883511,0.0007378969,3058.456715896038,280460.987476744,3.33485e-06,-1.667234e-05,143.5546875,650.17084,-14.217238,220.94565,44.711506,121.84703,-0.8735043,13.279589,5.922801,8.55181,7.0804696,7.7186065,-1.0119455,8.130267,-1.3509127,1.5531532,1.5206974,6.655034,0.9232932,3.5777621,0.937319,-0.032553423
TRQUFVD128F4236831,"rock, classic_rock, singer_songwriter, 70s",Jazz,0.272,0,0.382,104.792,4,0.36392945,0.094543815,0.0033690021,1927.883327812611,768707.6626072475,3.2751886e-06,-8.096089e-05,107.666015625,3792.8027,28.639929,305.41577,48.332424,304.1025,10.09848,16.219555,-0.28139833,4.752867,-2.7400775,4.2491446,-2.2183003,4.8248014,-5.291617,-1.8856165,-3.709122,0.600865,-7.3151774,1.3815023,-4.519748,-2.6596594
TRFNFGI128F930A920,"rock, alternative, indie, alternative_rock, indie_rock, 90s, beautiful, grunge",Country,0.826,8,0.415,82.539,4,0.45943296,0.0714142,0.0010187863,2795.020015587146,119605.8078879944,-4.172565e-06,-6.98273e-05,161.4990234375,608.6894,-12.61602,142.2715,72.130005,122.434044,17.43823,13.457527,-1.486072,16.302994,-7.7057643,5.430371,2.3959823,5.6412783,-7.824485,-1.77623,1.5290545,3.3330083,-1.4743923,0.35469216,3.6754637,5.514037
TRRLZAX12903CC4850,"rock, classic_rock, progressive_rock, british, psychedelic, 70s, psychedelic_rock",Electronic,0.31,2,0.122,72.786,4,0.36534053,0.07534814,0.0023475352,1711.6936775240931,162218.56127537476,1.0526921e-05,0.0002963746,151.99908088235293,4869.266,-9.530155,399.93362,19.920351,224.25488,11.83043,7.4221745,-2.1289837,1.1639029,-3.1902752,0.7159758,-2.3179817,-1.5711563,-7.792615,-1.7144855,-3.470383,2.1952343,-7.970061,1.397613,0.5930873,4.028118
TROJJKH128F425C8D8,"rock, classic_rock, progressive_rock, british, psychedelic, 70s, psychedelic_rock",Rap,0.29,0,0.183,112.434,4,0.40551496,0.08499173,0.0029058265,2124.547987566434,343703.22927665914,4.3066116e-06,3.0776e-05,112.34714673913044,4015.4248,3.3668392,371.9793,43.26981,129.20941,1.1457367,9.227862,5.470535,1.2912126,-1.4238744,5.235494,-1.4405648,3.389876,-2.247454,-1.3203921,-10.643829,-1.6595579,-4.7447,0.8139608,-1.8141632,3.3583307
TROLARL128F428EE18,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, beautiful, britpop, mellow",Reggae,0.295,4,0.0398,114.759,5,0.35649642,0.080439165,0.0007772133,1897.2884618075543,171628.68424295384,-8.930976e-06,-0.00013929667,117.45383522727272,658.0892,-9.842123,235.30927,34.329605,82.403564,-0.83233225,-0.6731075,3.2621818,12.498479,-0.011311581,1.189466,0.41069537,1.9895495,-3.182932,0.5934582,-3.5629096,-1.0193362,-5.8598714,0.7948221,-3.306059,2.6132672
TRUWCUD12903CD4501,"rock, alternative, alternative_rock, hard_rock, grunge",Blues,0.854,9,0.368,89.4,4,0.4548571,0.07392304,0.0012251729,2969.591506276429,191960.5634125521,7.0415363e-06,0.00033974674,89.10290948275862,501.3839,2.4654062,103.42328,33.564476,72.54557,9.223503,12.362184,2.5102074,10.442988,8.202343,11.126157,-2.62998,5.461825,-6.1445065,4.825305,-0.15631402,4.6576304,-2.2486877,2.988769,-0.27480942,2.4065459
TRXFYTA128F429364C,"rock, classic_rock, british, 70s, blues_rock",Pop,0.309,7,0.178,140.749,4,0.32680988,0.08082666,0.0033349018,2263.0459394462696,254088.7943078277,-5.1740363e-07,-2.6977814e-05,143.5546875,2154.377,-2.200334,231.41794,29.575966,203.97961,4.1659856,11.927215,-0.019851921,3.9985049,-13.188788,1.2777865,-12.453063,1.1156491,-6.475195,-2.8440595,-11.737099,-5.944115,-9.832666,1.1103828,-5.7647004,-2.384817
TRYAEUK128F425DEF7,"rock, electronic, alternative, indie, pop, indie_rock, psychedelic",Rock,0.763,11,0.283,139.995,4,0.43051523,0.08272859,0.0077815047,2324.980470986322,411505.6453712668,-0.000606704,0.0005563034,69.83741554054055,2598.6133,-19.101746,394.57367,21.426447,223.61707,0.65480226,5.284076,3.946981,7.287718,-2.6506963,5.614374,-1.466314,6.3125563,-2.9040797,4.673352,-2.7651582,4.355801,-1.3659449,3.5378087,-4.062737,3.14602
TRILLIR128F429E5D7,"rock, metal, hard_rock, 80s, heavy_metal, thrash_metal",Rap,0.882,4,0.452,96.67,4,0.49210712,0.07258152,0.0005208515,3030.698999839645,102795.20599697708,-4.3483005e-06,0.00010048295,95.703125,441.61136,-24.331612,127.87373,58.87183,66.085754,4.8789587,21.567146,5.6138883,15.96505,-1.756815,6.9342613,6.991823,5.6348886,-4.7879996,-1.8570217,-6.5372634,0.6568689,-6.927643,3.5764031,-4.3067455,-4.9144044
TRAWNNL128F92F6D75,"rock, alternative, indie, alternative_rock, indie_rock, indie_pop, emo, mellow, chill",Electronic,0.476,2,0.611,91.584,4,0.36528024,0.083441876,0.0029712343,1924.16476956975,461244.9896153301,-3.921701e-05,-0.0007336584,92.28515625,2554.5625,8.414866,169.82263,16.889841,246.88336,0.7686136,12.522354,-0.5798619,1.1859821,-4.80938,3.9312906,-2.0018756,2.8239567,-6.5924826,-3.9042394,-7.0906463,0.02550327,-4.0406923,0.55614156,-4.4260726,-5.015669
TRRIHBF128F428192D,"rock, alternative, indie, alternative_rock, indie_rock, love, beautiful, 00s",Rock,0.651,3,0.283,102.642,1,0.34304845,0.08250451,0.0020723725,2545.6060592922017,159933.44388199924,2.5475161e-05,0.0009808366,107.666015625,726.584,-7.941207,147.90715,18.649746,97.86542,7.217223,7.469719,-2.8560004,6.977122,-0.40024287,1.1280924,-1.6210643,0.87903506,-7.1807904,-1.3570522,-4.2680273,1.0607153,-1.6618472,2.4039345,-3.8060355,-2.9660676
TRRKODA128F146DE22,"rock, electronic, dance, house, techno, electro, french",Electronic,0.787,7,0.598,111.926,4,0.5045788,0.07321386,0.008762187,2852.2198623338795,1019793.7964084328,6.478406e-05,0.0016804131,112.34714673913044,13487.203,-18.985538,980.17725,27.77583,256.97427,12.888204,12.996081,12.20856,11.745234,4.8475776,10.645477,-0.122893,2.990325,1.9265292,1.9920073,-4.6374903,2.6912162,-3.4619555,0.43485796,-2.5803325,0.31070408
TRAVORG128F9302C75,"rock, pop, female_vocalists, dance",RnB,0.714,2,0.738,112.046,4,0.33099276,0.09566604,0.0061835772,2512.5318564274,860880.8158895986,-6.6678385e-06,0.00019422804,112.34714673913044,6531.534,3.2208602,369.98938,34.851658,207.398,8.116003,7.3230643,6.32608,7.5704393,4.314401,7.484201,3.697992,4.1022263,1.1817616,0.52530295,-3.5274534,0.89881516,-1.7021,1.6500945,-0.78629553,3.2598624
TROJWZI128F42371A6,"rock, alternative, indie, alternative_rock, indie_rock, british, britpop",Blues,0.932,11,0.688,168.257,4,0.41471282,0.08398849,0.0029549075,2629.281899805903,375218.5476825573,-4.5194854e-05,-0.0005500614,83.35433467741936,572.3166,-14.208014,200.09752,30.68224,136.06458,2.3385482,3.33462,-4.3293433,9.231389,-0.25333968,4.0356584,-1.909366,1.6424035,-1.9377626,0.91569096,-7.274092,-2.4048076,-5.1311336,-1.1257815,-5.7452145,-3.053503
TRINQRE128F42BBAA2,"rock, alternative, indie, alternative_rock, indie_rock, british, 90s, britpop",RnB,0.882,9,0.692,103.899,4,0.47333884,0.0683405,0.001008475,2919.7977653895427,200230.1850535696,-3.848447e-07,-7.1613074e-05,103.359375,221.26369,-21.300974,114.83058,41.474968,70.68808,13.075126,2.188965,4.0367713,12.845939,-0.18469758,7.425496,1.1535614,6.3987155,-8.4864025,0.12588756,0.46378934,4.8486705,-0.9372851,-1.1155615,-3.7241378,4.440178
TREVGQV128F92F39D6,"rock, alternative, indie, pop, alternative_rock, indie_rock, 90s, american, 00s",Punk,0.809,5,0.702,87.891,4,0.4351758,0.08121092,0.00806362,2885.475944968591,434745.3182557268,-6.1371264e-07,-0.00034666312,89.10290948275862,1921.0027,-6.8109694,317.9372,31.762552,301.25967,-1.7564312,13.002451,1.7422825,5.912457,-2.1692243,4.419188,0.3943181,5.189074,-0.76400626,0.6677193,-2.987064,2.823927,-3.697186,1.9676669,-0.5259118,1.5581075
TRABCQH128F931525A,"rock, electronic, alternative, indie, pop, alternative_rock, experimental, british, hip_hop, trip_hop",Rap,0.651,10,0.656,134.972,4,0.42115626,0.07850365,0.0010714162,1626.265185530917,141563.33539596273,-4.5718557e-06,-2.281329e-05,89.10290948275862,1397.0486,-18.866493,229.32355,20.545975,126.35696,-12.009676,4.76643,-6.676201,0.23271269,-6.691459,-1.9011279,-10.762723,-0.5465337,-0.42845413,2.720342,-0.70790875,4.329827,-4.254049,0.45479748,-6.005173,-1.7109649
TRYNOSN128F42A2B82,"rock, alternative, pop, alternative_rock, punk, punk_rock, pop_rock",Pop,0.939,1,0.893,177.751,4,0.426382,0.08345907,0.0029136674,2425.23886157432,230021.2294987662,1.9795561e-05,-2.485555e-05,89.10290948275862,884.0241,-15.334659,209.04207,26.446081,96.00043,1.2348185,13.846589,2.061497,8.92276,3.6683435,10.084336,0.9750678,8.615004,-1.8951293,1.6360276,-2.9471793,1.6427423,-7.6054735,2.8285933,-3.2283995,1.401599
TRCGGXV128F428D866,"rock, female_vocalists, classic_rock, blues, 60s, blues_rock",Country,0.475,2,0.663,93.34,4,0.38988826,0.08387079,0.00080272096,2619.2997409246377,244500.36364381269,-1.8343833e-06,-2.1183561e-05,99.38401442307692,1831.1134,-3.7507885,450.9356,36.721394,228.93457,3.5857675,14.81341,6.0982285,-0.95673287,-3.730592,8.733809,-8.585566,-2.4604132,-5.187572,0.5005645,-6.2896385,-0.26368102,-5.125915,-1.862305,-7.5744424,-2.6146736
TRPWBRV128F148D659,"rock, alternative, metal, alternative_rock, hard_rock, industrial, gothic",Metal,0.873,2,0.616,178.1,4,0.5943451,0.055101864,0.0019255083,3001.878535337042,212285.46734552545,2.2518761e-05,-0.00018927225,89.10290948275862,412.38467,-15.101953,229.21977,31.892982,107.77271,11.792431,10.944524,2.0428705,12.375464,4.491787,7.2110786,-0.60214055,6.052449,0.74326414,5.573467,0.083732486,3.8286784,0.22623418,1.6232959,-2.8915732,1.1618743
TRUEZTC128F421B117,"rock, alternative, pop, alternative_rock, male_vocalists, 00s, pop_rock",Blues,0.937,4,0.968,164.097,4,0.38670143,0.085067,0.006474751,2820.08704609496,492234.23762301536,-5.0576946e-06,-0.00033850138,161.4990234375,1814.8859,-4.5237713,249.03249,23.588161,169.05565,0.41697207,11.825253,-4.344799,8.599936,-1.0018642,3.8397584,1.3214742,3.4132583,-1.4906582,2.4652376,-2.5227456,3.3757536,-3.5183582,0.77449274,-3.9893203,2.199461
TRABNEX128F92C9DEA,"rock, alternative, indie, alternative_rock, indie_rock, american, 00s",Rock,0.688,9,0.207,121.352,4,0.38708064,0.08556409,0.0053344043,1650.28078273818,184163.88054735848,-1.2405761e-05,-0.0002509823,123.046875,2619.0815,-19.65806,491.81796,51.565815,220.30974,5.616551,8.377431,-2.4916694,3.1228373,-0.95965934,4.3733425,-4.262243,5.977597,-4.9550977,-8.35592,-4.143916,1.2175777,-4.5978303,3.6154094,2.0377958,2.8482804
TRXBWCN128F92F6083,"rock, alternative, indie, pop, 90s, german, britpop",Jazz,0.579,5,0.895,146.02,4,0.34811124,0.08383836,0.0036829736,2257.880711750636,612120.4803621743,-0.00013158037,-0.00069904997,143.5546875,1268.8279,5.9330144,257.60953,27.094355,148.8589,4.8029284,7.9019747,-5.1114492,4.8444567,-2.8578491,5.7990804,-0.774984,1.1565102,-4.904429,2.634435,-3.7013881,1.0312014,-4.638479,2.9794343,-1.6535492,0.8540782
TRPCUON12903CCC98B,"rock, electronic, alternative, alternative_rock, pop_rock",Rock,0.977,9,0.53,110.003,4,0.3539937,0.08706505,0.005892064,2704.447600113,276518.0011537444,-2.612475e-05,-0.00026237607,112.34714673913044,979.8282,-4.0716743,153.96667,21.984674,154.93672,4.228341,6.013898,-2.715052,7.2651315,0.7614706,9.011203,-3.0025604,1.3679019,-3.8481143,0.8312228,-1.7874599,-0.6528238,0.551745,0.89752376,-2.8548315,1.4814175
TRUPDNU128F147CBE9,"rock, metal, hard_rock, 80s, heavy_metal, thrash_metal",Metal,0.716,9,0.485,111.827,4,0.47849005,0.076975435,0.0013923163,3226.6991915994886,307802.96450798755,4.15409e-06,-7.431319e-05,112.34714673913044,1149.0621,-13.0007925,321.81516,49.575386,120.80669,13.625995,12.106102,7.147287,13.59261,1.393534,9.684511,8.386436,6.120115,-1.5874937,-1.66051,-8.710072,-5.5154347,-14.921431,-3.0636857,-5.4498506,-5.3178415
TRXSAPP128F424A2B1,"rock, alternative, indie, alternative_rock, indie_rock, progressive_rock, british",Metal,0.304,4,0.0899,145.76,4,0.3724645,0.0875737,0.0007351716,1286.1934232734957,243760.77466227376,3.0191943e-06,-0.00010490762,73.828125,555.1523,-11.031226,196.15112,38.42393,118.589516,20.754433,8.365356,3.067542,5.646239,-4.497454,8.267202,-8.385722,3.3455942,-4.5824356,0.2727457,-2.4904637,-0.5279311,-4.3830514,-1.4291512,-4.594768,-2.8517997
TRXFTLM128F423092D,"rock, electronic, alternative, alternative_rock, progressive_rock, british",Rock,0.861,9,0.35,155.063,4,0.38483703,0.08058304,0.0015118092,2560.5832254826028,389385.9846816973,-1.4497269e-05,-0.00024017536,103.359375,763.6741,2.0602298,147.85439,36.151516,75.98347,10.0835705,10.446936,1.0438018,7.409931,-0.19244696,7.456163,-2.8522315,3.3340826,-5.8806667,-1.8047159,-2.0457177,4.0113454,-2.3078809,3.5680842,-2.316772,-0.15314117
TRUMFSQ128F92D8942,"rock, classic_rock, folk, singer_songwriter, acoustic, 70s, oldies, mellow",Folk,0.322,5,0.404,75.922,1,0.32038373,0.08544301,0.00088753505,1468.4154932354625,514651.8359583346,1.8183489e-07,-3.166321e-05,75.99954044117646,2227.8955,1.169061,334.38953,27.360971,194.26163,8.529549,12.171324,-6.39576,8.512485,-9.947213,-0.63182074,0.3829377,-4.1437416,-3.6865404,-3.5855823,-5.817562,-2.4646497,-7.512632,-1.7989957,-4.4879146,-3.3516374
TRYNOOA128F426F919,"rock, pop, classic_rock, 80s, new_wave",Reggae,0.831,1,0.519,129.597,4,0.32671654,0.0800592,0.00044248495,2708.7540821499592,335508.1235744501,-0.00011802621,-0.00067008036,129.19921875,752.2701,-20.70014,227.60368,30.533094,105.02075,2.0666552,0.14661844,-11.555204,3.0986068,-9.083698,3.431694,-0.61258197,3.8643432,-6.8217835,-3.8924863,-7.7618895,-3.2776303,-9.345328,1.1219403,-0.2751599,1.774745
TRDCALN128F42BC549,"rock, alternative, pop, female_vocalists, alternative_rock, punk, punk_rock, pop_rock",Country,0.907,5,0.177,185.406,4,0.41959172,0.07666148,0.002215999,2910.9549812872738,358062.711461857,3.490449e-05,0.00035059216,92.28515625,336.33554,-1.5572649,223.63997,31.158783,100.390755,6.0414505,8.751174,4.662232,10.9048395,5.33819,6.733743,-3.8335161,6.856162,-4.786404,6.1415696,0.53451526,8.754126,1.2811531,5.183645,-0.31559768,-0.17481329
TRBQEKU128F428C1B3,"rock, alternative, 80s, rap, hip_hop",Rap,0.473,8,0.549,97.283,4,0.50477403,0.077965565,0.0016565655,3494.504148086268,232574.3625997117,0.00013606733,0.0009399428,95.703125,955.5269,-19.237778,294.78488,53.93949,473.6432,-8.370084,6.436269,-9.382241,-0.3429094,2.5110343,12.881379,0.62696314,-0.2232069,-5.641938,1.3029644,0.15802994,5.337626,-6.32263,2.651436,2.0215132,0.24932006
TRCTEZK128F9309B15,"rock, alternative, indie, experimental, folk, indie_rock, 90s",RnB,0.943,4,0.204,136.34,4,0.3572001,0.079877146,0.0011082793,2717.6734266948856,223976.0794329788,0.00011399166,0.00068306766,143.5546875,276.39847,-2.688483,128.7087,31.69364,70.98159,-5.331603,7.849877,-6.718993,9.862916,-7.325898,7.73182,-1.9656472,-1.288352,-3.8941805,-0.38484734,-4.464796,-0.9191564,-8.371066,0.056227833,-3.2294188,-3.66217
TROHLZT128F424C1A3,"rock, classic_rock, hard_rock, progressive_rock, heavy_metal, british, 70s, blues_rock",Folk,0.449,7,0.275,172.321,3,0.3436365,0.08533149,0.00072604243,1996.9707166736723,264150.7002497528,6.16454e-07,-1.74944e-05,172.265625,679.9697,-8.500617,239.29233,27.672413,130.13255,-1.3491331,13.223663,-0.067941055,4.409576,-10.212429,-3.842094,-10.074661,-1.8107564,-4.170167,1.218829,-6.921311,-5.7803965,-10.420278,-2.8947897,-5.2780485,1.9577165
TRULVPM128F429B2D6,"rock, metal, classic_rock, hard_rock, 80s, heavy_metal",Punk,0.939,8,0.32,103.27,4,0.4729264,0.0719919,0.00084866746,2958.095744956822,126698.39357088064,-0.0024683846,-0.0036337131,99.38401442307692,453.113,-15.704694,128.93954,26.693468,100.66368,-5.464401,8.295081,0.52765036,7.099452,-4.665928,2.461562,-2.4975429,-2.1881618,-4.0633717,-0.6339135,-5.8163834,1.2417172,-6.3862224,-1.8967763,-3.7356198,-1.3061665
TRXERLA12903CE9F3E,"rock, alternative, alternative_rock, punk, punk_rock, emo",Reggae,0.801,4,0.289,208.58,4,0.4222865,0.07893137,0.0020007447,2980.0447451615987,237325.8443944748,-1.0115614e-05,-0.00030155998,103.359375,253.51233,-10.963487,146.30757,29.66062,92.26164,-5.5341473,12.835155,0.030863617,12.833504,-0.92913073,8.912685,-0.30109784,5.0659733,-6.4486914,1.7463636,-2.0458505,1.79594,-4.090116,-0.174315,-2.9366384,2.766643
TRATHTH128F42BC347,"rock, alternative, indie, alternative_rock, indie_rock",Rock,0.746,2,0.74,101.982,4,0.39769414,0.085943505,0.005160001,2347.758276984027,362988.35436210025,1.9301453e-05,5.1956853e-05,103.359375,1878.7576,-10.643528,694.08136,40.903107,238.51376,5.9853034,4.786538,-0.05847735,5.894177,1.9441231,10.346728,0.28959388,1.5982624,0.34100828,0.142856,-6.1392508,0.14004327,-2.4103017,3.3013148,-2.9006026,2.047594
TRFZFRP128F4264623,"rock, classic_rock, hard_rock, british, 70s, blues_rock",Blues,0.8,2,0.339,105.916,4,0.47375646,0.07304633,0.0016741345,2538.2949886031206,110166.39837312613,-2.25163e-07,-0.00011356152,107.666015625,947.4448,-3.8368618,142.5658,22.381613,65.124245,4.361638,15.321752,4.5948005,7.8458557,-2.6951482,8.896244,-0.25829917,-1.2703441,-3.6174479,1.5968357,-3.1623282,2.2649488,-2.4993198,0.9481529,-4.118413,-1.2200959
TRIMAQA128F421A0D3,"rock, pop, classic_rock, 80s, british, funk, 70s",Country,0.694,10,0.627,95.755,4,0.36553752,0.0915183,0.0039706742,2310.3241188396114,392397.4104660809,-5.0405004e-07,4.8460206e-05,95.703125,4916.6123,-23.003881,506.39532,27.438328,256.35175,-2.7977667,9.750125,-2.890662,4.9826193,-6.582752,-0.3089148,-1.6452986,0.86242074,-4.032875,-1.4196981,-4.265972,-0.8570999,-8.449097,-1.546775,-3.2531822,-0.675726
TRPURXR128F936106C,"rock, classic_rock, folk, singer_songwriter, acoustic, 60s",Blues,0.293,7,0.358,118.275,4,0.3450608,0.08993836,0.00025723202,1493.452879621662,237415.2313936833,-0.0018705458,-0.0011410594,117.45383522727272,3894.129,-13.824482,424.86176,49.70146,218.74876,4.1501017,14.783123,-4.253638,8.351506,-7.892758,3.0490048,-0.9023796,-5.8846507,-4.1690335,4.215404,-0.43005243,0.06864717,-3.1804652,-2.7605278,-2.6326602,0.11170638
TRXINKQ128F92F44D7,"rock, metal, hard_rock, heavy_metal, thrash_metal",Rap,0.949,2,0.498,185.252,4,0.48325628,0.06900925,0.0009268234,2523.701377758917,232233.5337293805,8.138511e-06,-0.00012254681,89.10290948275862,410.415,-19.67342,181.15378,23.500538,81.67463,0.59620744,17.679712,3.1528645,12.0611725,-2.2946854,7.8519874,0.7271708,6.748981,-0.10906445,6.2359214,3.2776408,5.4410386,0.33919817,3.0236676,-0.48044556,1.4608222
TRILOWN128F426080F,"rock, pop, female_vocalists, singer_songwriter, love, beautiful, 00s",Pop,0.585,8,0.407,82.784,4,0.32983828,0.084340475,0.0044545536,2152.043658073214,366877.7287259765,-5.076831e-06,-2.950617e-05,83.35433467741936,2117.7844,6.833586,307.67184,27.358435,179.91312,-3.322586,2.110874,2.331906,3.4297442,-5.2789865,3.7656145,-7.3968096,1.3493946,-4.4070926,-2.3703904,-2.7059257,1.2619249,-3.1971622,-0.8241774,-4.828044,2.372974
TRBFYNY128F92F8755,"electronic, pop, female_vocalists, dance, love",Pop,0.626,1,0.742,120.053,4,0.44260523,0.09133193,0.008966654,3261.0104344897104,731684.8864480179,-8.3475046e-05,-0.00014267686,117.45383522727272,3140.1846,2.4656906,516.6393,25.559002,233.53397,2.5605838,9.677798,4.281249,7.574296,2.4077053,11.156529,-1.4499451,8.025644,-0.76627284,6.978212,2.4144163,2.9527643,2.0088675,1.8418602,0.7516194,8.692801
TRAAYTI128F933663B,"electronic, ambient, chillout, trip_hop, downtempo, chill",Jazz,0.21,1,0.32,124.866,4,0.39628458,0.0956299,0.0043869484,1492.5434856632646,577161.2126755632,-1.902271e-07,-4.8229573e-05,123.046875,1614.322,6.361682,528.47955,50.57876,253.67645,16.379646,21.736746,8.138739,12.323222,3.9730134,9.900378,0.03481633,7.428832,-2.7339466,2.212173,-5.86184,1.3805137,-6.6956434,-3.419129,-7.9834304,-0.8096089
TRAFNQO12903CBB254,"electronic, pop, dance, 90s, funk",RnB,0.871,1,0.933,119.802,4,0.4373859,0.08681713,0.009046412,2428.979000883153,843436.0011339986,-5.915884e-06,0.00021750061,117.45383522727272,2339.0376,23.344183,580.42474,22.172972,222.97736,12.224362,11.340155,-1.0852686,5.406559,1.1175654,4.0548377,-1.5639751,4.157721,-1.60395,2.9761283,-0.8241771,-0.9616384,-2.2598584,0.7379885,-4.948167,3.8006406
TRSUSWW128F93463BF,"electronic, pop, dance, rap, hip_hop, rnb",Rap,0.539,5,0.415,122.117,4,0.45031008,0.08091908,0.011345266,1861.383938275861,279808.7606281008,-0.00016943588,0.0001430438,123.046875,4213.1533,1.5398612,266.26468,23.264437,191.4721,0.6604396,8.200092,-0.6953114,7.4142656,-0.69693327,4.450925,0.62279177,4.0657816,-2.36293,0.42007688,-2.9877563,2.2475617,-2.3857846,2.5310342,-1.8448955,0.90252656
TRRBLPV12903CC4486,"electronic, ambient, chillout, trip_hop, downtempo, idm, chill",Electronic,0.565,4,0.13,84.039,4,0.39420044,0.082078494,0.0059845457,1492.5146770937906,512065.2183434782,-3.8639596e-06,-7.903588e-05,83.35433467741936,4220.2153,-14.339332,527.3191,16.621126,265.91403,6.2072854,13.19053,0.2872907,6.623225,2.2506654,8.540355,-0.05545677,3.4476001,-0.31152144,3.4707072,1.1080898,4.340636,-0.8552974,2.2926211,1.3596876,-1.5264796
TRCVCTZ128F425B552,"electronic, alternative, indie, pop, female_vocalists, singer_songwriter, dance, indie_pop, synthpop",RnB,0.733,9,0.256,128.918,4,0.43004498,0.08530611,0.007286262,2310.1785075358302,250457.0449754662,3.4098657e-06,-0.00010280779,129.19921875,1157.6029,-9.761571,361.73834,25.867199,182.75417,5.878854,12.714224,8.004741,2.9551282,8.443479,4.468202,5.4699697,-0.47530702,2.8262424,2.7032294,-1.3950043,2.135172,0.3157767,2.162987,-0.07886724,2.0913346
TRHFYAO128F4281890,"electronic, indie, pop, dance, synthpop",Folk,0.899,11,0.207,128.008,4,0.4272349,0.087866716,0.008029266,2547.391227066408,414035.5245342849,0.0010664565,0.0046478617,129.19921875,1374.0408,-4.7695823,308.79984,34.339367,129.79538,8.620913,7.73333,4.462134,0.63056743,-2.994379,14.386556,-4.858728,8.335437,-10.638386,2.955467,-2.6222162,-2.5021718,-1.2958571,3.9795032,-0.18773057,-0.94496554
TRXGJUK128EF341FFA,"electronic, alternative, indie, pop, female_vocalists, singer_songwriter, british, trip_hop, electro, indie_pop, mellow, chill",Pop,0.372,7,0.82,119.985,4,0.27386135,0.08931234,0.008545958,2279.5314254452137,514480.2776591026,4.717746e-06,5.679943e-06,123.046875,13885.254,4.513722,318.5549,25.224257,214.31361,4.644525,-1.0421615,-2.3418572,-1.5809865,-7.009674,2.0021877,-12.254935,-4.310302,-7.7330494,1.5953043,-2.3652163,1.4405433,-1.33719,-0.27507326,-3.0929015,1.5588332
TRSQAWU128F92EA20F,"electronic, pop, female_vocalists, singer_songwriter, dance, 00s",Latin,0.779,0,0.834,100.001,4,0.44760972,0.08729147,0.010499547,2364.3153987870032,556919.109268631,1.4898348e-05,0.00015666675,99.38401442307692,3240.3103,7.9620275,465.9624,26.571196,260.79553,6.866663,10.7618265,-1.6838027,5.2234483,1.9317204,3.852287,0.3832111,5.6051345,-3.2956693,-1.3139975,-1.6030842,0.9125016,-5.433877,2.4529579,-2.6514268,1.8618917
TRYBZXV12903CED4DE,"electronic, alternative, dance, 80s, british, soundtrack, new_wave, post_punk, synthpop",Jazz,0.92,0,0.347,130.01,4,0.48430198,0.06511363,0.0019325656,2691.889842076311,46208.00880763593,0.00020929749,-0.00053495035,129.19921875,187.61002,-12.238177,57.43656,26.721834,36.988876,9.827436,15.944171,-1.855231,8.275769,-1.4135917,4.4293466,-4.2236505,3.2576652,-1.8842735,0.7956231,-5.856663,-1.0340333,-6.2939024,-0.80811447,-1.3481545,1.3558975
TRLJGIX128F92F323D,"electronic, alternative, indie, female_vocalists, indie_rock, chillout, indie_pop, 00s, pop_rock",Blues,0.825,2,0.948,134.944,4,0.3481589,0.08699125,0.0050906893,1913.712800164492,211232.7587273912,9.561641e-06,0.0002201067,135.99917763157896,3205.9365,-11.396033,345.52115,25.694553,109.82945,8.357066,3.6693225,5.468298,9.502336,0.1724623,4.698143,-5.2025995,-0.20337145,-1.0361499,1.7410048,0.35817957,2.049653,-0.82386994,1.8546604,-2.1975057,1.1050003
